made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
2021,24046,29,1,2,2408555.1
1999,49729,47,0,7,4979777.9
1997,96177,51,1,3,9620405.7
2001,5279,37,1,9,536296.1
2002,64633,20,0,8,6472293.2
2003,26229,35,1,7,2634608.3
2005,92438,35,1,9,9255862.5
1995,52332,36,1,10,5234888.5
2011,64088,52,0,3,6417344.1
2011,90832,54,0,8,9088841.1
2000,4169,27,1,5,419550.0
2004,18501,63,0,1,1855087.4
2000,21413,34,0,4,2154718.0
1997,84077,3,0,4,8412538.7
2005,71928,42,1,4,7203983.5
2019,44321,86,1,7,4434371.9
1994,60249,80,0,1,6034593.4
2012,70409,29,0,2,7042999.2
2010,86393,19,1,6,8643976.0
1994,96815,44,1,8,9693106.4
1993,47136,5,0,6,4716725.3
1991,30893,34,0,2,3098287.1
1993,91537,18,1,0,9157850.3
1994,93064,39,1,4,9312597.4
1997,47790,74,0,9,4786351.7
1995,90127,19,1,9,9022299.5
2009,8751,36,1,9,875876.9
1997,90822,23,0,5,9091107.7
1999,92194,45,0,2,9228451.9
2004,97289,35,1,2,9732350.4
2020,73583,55,0,6,7362718.0
2011,25495,57,1,6,2553094.1
2000,63283,52,1,5,6339337.0
2001,69048,35,1,2,6911450.1
2001,98468,26,0,9,9849610.1
1998,54740,77,0,1,5477153.8
1990,36378,15,1,0,3646213.0
2021,29576,73,1,10,2963025.1
2015,84697,11,0,4,8474421.5
2016,94759,28,1,9,9483975.6
2010,2346,97,1,7,244992.0
2009,45553,28,0,6,4557358.9
1992,52141,63,1,1,5228398.2
2021,83600,8,1,6,8364352.1
1992,5485,11,0,5,552405.2
2013,23220,99,0,4,2334717.3
2021,5914,25,1,6,593538.1
1995,23107,81,1,0,2316366.5
2001,16329,29,1,2,1638683.1
1998,82940,29,0,2,8294731.8
2018,92230,84,0,0,9237486.8
1996,24743,50,1,0,2481744.6
1994,25699,47,0,2,2576151.4
2021,42192,26,0,5,4222302.1
2004,36593,3,1,9,3666305.4
1990,52416,66,0,3,5249182.0
2020,23228,50,0,9,2331465.0
1991,4777,100,0,5,487950.1
1995,23962,87,1,3,2403326.5
1998,21018,51,1,2,2110725.8
1990,16824,26,0,10,1687837.0
2015,6036,86,0,5,610661.5
1992,60937,34,1,4,6099170.2
2007,84651,74,1,9,8469947.7
1991,94474,84,1,5,9455097.1
2017,51243,74,0,0,5134128.7
2019,35586,81,1,7,3570719.9
2014,89519,5,0,6,8957404.4
2018,75340,98,1,7,7545012.8
1991,68762,88,1,4,6887470.1
1996,50539,81,1,1,5063590.6
2000,38148,67,1,0,3824209.0
1993,43613,23,1,2,4364937.3
2020,86257,56,0,2,8638974.0
1999,4194,4,0,4,423479.9
1994,70519,25,1,8,7063851.4
1997,55616,83,1,3,5571452.7
2000,57041,24,0,10,5710382.0
1999,39007,52,1,8,3912800.9
2011,20869,86,0,6,2092339.1
2020,27036,14,1,3,2708288.0
2002,90536,74,1,9,9059110.2
2019,97882,63,0,4,9792988.9
2013,35287,53,0,4,3535222.3
1991,91311,23,1,8,9137559.1
2002,60596,82,1,10,6063866.2
2021,73365,80,0,7,7340329.1
2004,55281,18,1,9,5531300.4
2009,42265,34,1,2,4234147.9
1993,39595,81,1,8,3974677.3
2020,83790,59,0,1,8383752.0
2009,62977,47,1,3,6305166.9
2020,49810,60,1,1,4988534.0
2003,44782,83,0,5,4488135.3
2019,79066,91,0,10,7908197.9
2010,45091,71,0,1,4523785.0
2016,16063,60,1,5,1612339.6
2007,28920,1,1,8,2901901.7
1993,29431,53,1,7,2945626.3
2021,80671,65,0,5,8068598.1
2007,98648,30,1,3,9875795.7
2018,23336,38,1,6,2336967.8
2006,65779,99,1,5,6583911.6
1991,26508,7,0,7,2663765.1
1994,82117,58,1,7,8217020.4
2011,27949,59,1,5,2803182.1
2015,58847,40,0,0,5886368.5
2011,84311,4,1,4,8442220.1
2018,9749,85,0,9,980609.8
2000,1932,51,1,8,201541.0
2015,83358,55,1,0,8341911.5
2000,72006,4,0,4,7209550.0
1992,80394,55,1,5,8045936.2
2020,39132,30,0,6,3924407.0
2011,89169,88,0,10,8927281.1
2014,86467,68,1,8,8650673.4
1993,54648,70,0,9,5478307.3
2012,5856,98,1,3,598716.2
1991,28722,7,1,1,2881430.1
1994,54563,76,1,0,5461061.4
2006,17847,97,0,3,1791186.6
2020,69806,14,1,2,6986562.0
2020,70178,27,1,2,7025331.0
1992,68311,63,1,0,6836540.2
2003,4258,51,1,10,430099.3
2010,67140,4,1,3,6722509.0
2021,14608,33,0,3,1468435.1
1998,61185,39,0,9,6121085.8
2018,1888,68,0,4,199583.8
1994,92130,28,0,2,9223934.4
2005,24516,100,1,6,2458884.5
1995,55727,89,1,3,5575798.5
2021,55558,95,0,0,5559731.1
1991,98924,52,0,9,9901248.1
2003,61279,54,0,9,6134906.3
2006,19463,41,1,3,1957103.6
2006,4449,49,1,8,451954.6
2012,84634,7,0,7,8473995.2
1997,75868,84,1,7,7591848.7
2009,81639,62,0,6,8165695.9
2013,49116,98,0,3,4923159.3
2019,29711,75,1,6,2981766.9
1996,77339,85,0,6,7736919.6
2016,93471,43,1,5,9355268.6
1998,42078,22,0,5,4218276.8
1995,83730,38,0,9,8373982.5
2005,93650,7,1,7,9375981.5
2019,45125,77,0,2,4522380.9
2003,36987,79,1,10,3703916.3
2015,64425,30,0,8,6443543.5
2007,13601,76,1,8,1371932.7
2017,71595,100,1,6,7164867.7
2020,19440,38,1,6,1951851.0
2001,43251,88,0,3,4326826.1
1999,90447,76,1,2,9048782.9
2011,70636,85,1,2,7073600.1
2017,51999,10,1,2,5207606.7
2008,29498,18,0,2,2961653.8
1994,59392,21,1,2,5944482.4
2011,26656,89,0,8,2681384.1
2004,84221,47,0,4,8426342.4
2015,83175,86,1,7,8330590.5
1999,72843,47,1,7,7288205.9
2000,827,24,0,9,89927.0
2014,36690,68,0,0,3674806.4
2011,66847,50,0,1,6688898.1
1990,22381,66,1,2,2245020.0
2001,93244,20,0,3,9328474.1
2020,70728,92,0,2,7079449.0
2005,8300,93,1,10,837253.5
2016,16859,93,1,3,1690521.6
2021,71373,84,1,1,7141743.1
2008,52871,6,0,2,5287746.8
1990,4263,57,1,9,430459.0
2000,83742,74,1,5,8380708.0
1993,17505,36,0,0,1762789.3
2008,14050,3,1,7,1413507.8
2011,77370,86,0,10,7743358.1
1998,6791,25,0,9,680406.8
1996,77027,44,1,8,7705249.6
2006,98843,64,1,1,9888362.6
1997,94172,50,1,8,9424252.7
2005,66518,20,1,10,6658518.5
1998,27442,39,0,10,2748800.8
2016,49592,24,1,10,4963740.6
2021,89887,57,1,7,8994730.1
2020,12865,65,1,5,1294048.0
1993,33781,31,0,2,3392580.3
2000,40933,29,0,9,4100223.0
2017,81301,14,1,2,8137029.7
1997,67761,81,1,2,6785841.7
1994,20744,43,0,2,2087930.4
2014,65934,69,0,7,6602264.4
2002,50877,87,0,5,5097460.2
1990,33055,10,0,4,3308068.0
1993,75572,92,1,10,7572270.3
2020,13914,4,0,10,1398582.0
2021,80604,85,1,9,8063954.1
2002,29613,52,1,3,2964803.2
1995,81112,91,1,6,8117647.5
2019,45860,83,1,1,4591104.9
2016,261,48,0,9,29996.6
1995,68825,4,0,3,6888057.5
1993,26916,82,1,2,2696491.3
2021,46421,43,0,8,4646143.1
2019,59816,55,1,10,5982821.9
1999,11149,43,1,2,1124971.9
2006,71042,13,0,7,7108064.6
2018,11875,33,0,9,1191250.8
2003,63664,14,1,0,6373958.3
2015,57431,18,0,7,5752664.5
1993,52078,17,0,8,5212915.3
2001,70757,54,0,10,7078138.1
2002,30556,23,0,1,3062451.2
2018,16809,13,0,1,1685229.8
2012,5456,62,1,0,557575.2
2012,12130,10,1,2,1222904.2
1992,12551,24,0,9,1257504.2
2011,61557,89,0,6,6163797.1
2006,12939,55,0,7,1298332.6
1998,85576,83,1,8,8558422.8
1992,8064,33,0,6,811290.2
2016,50599,93,0,5,5067362.6
1991,53496,71,0,2,5354040.1
2015,86405,77,1,10,8643680.5
1993,18231,10,1,9,1832629.3
2021,76918,24,1,8,7694890.1
2005,40214,67,1,7,4028553.5
2011,94801,98,0,5,9487999.1
2019,20040,16,1,1,2015414.9
2008,49942,7,1,4,5003821.8
2004,52974,73,0,3,5304662.4
2001,62710,17,1,7,6279618.1
2003,66389,6,1,9,6644576.3
1993,40619,50,0,3,4066846.3
2002,59738,38,1,1,5975675.2
2018,60842,28,0,1,6087203.8
1998,95875,70,0,1,9597732.8
1990,44803,64,1,5,4483091.0
2002,40633,34,1,3,4069305.2
1991,43359,53,1,4,4340729.1
2012,98131,58,1,1,9822005.2
2012,7101,73,1,5,715591.2
1999,54469,53,0,3,5455583.9
2005,67580,11,0,3,6765906.5
2017,69893,70,1,9,6991116.7
2004,31704,62,1,4,3174667.4
2008,40557,64,0,4,4061491.8
2021,75293,31,1,6,7535976.1
2006,87596,67,1,1,8772432.6
1991,77252,86,1,10,7730648.1
2019,45963,28,0,0,4607265.9
2006,36048,57,0,1,3614178.6
2009,16058,46,1,7,1612601.9
1992,50678,76,1,8,5071621.2
1997,34835,98,0,4,3489669.7
2008,80249,52,0,1,8034277.8
2000,93670,99,0,5,9372029.0
2011,73734,37,0,7,7374998.1
2010,5058,64,0,10,514459.0
1995,24957,3,0,8,2506130.5
1998,7764,45,0,4,777955.8
2010,93664,34,1,4,9371580.0
2016,53104,91,0,9,5314198.6
2012,57990,26,0,0,5802883.2
2005,84308,40,0,0,8433276.5
2008,48559,58,0,9,4864445.8
1998,59971,45,1,4,6000649.8
2021,29004,29,0,2,2908364.1
2013,45524,90,0,9,4562413.3
2006,18844,88,1,4,1887200.6
1997,61141,97,0,5,6121399.7
1998,21261,50,1,3,2131594.8
2008,95602,86,0,6,9566578.8
2007,8708,96,0,9,879427.7
1999,91342,52,0,3,9143600.9
1998,7789,28,0,7,784603.8
2018,56726,12,1,8,5683041.8
2018,40784,49,1,9,4085952.8
2020,9448,58,1,8,952004.0
2010,6570,80,1,6,667714.0
2018,23213,89,0,6,2327859.8
2017,26444,43,0,9,2649524.7
2013,23320,96,1,6,2337805.3
1990,92782,26,0,5,9287161.0
2020,86163,4,1,0,8621912.0
1994,10128,44,0,3,1021009.4
2020,9861,87,1,1,990552.0
2013,70435,46,1,8,7048486.3
2018,67843,60,1,0,6786741.8
2018,2871,83,0,9,298537.8
2019,9008,42,0,4,907736.9
1995,40037,5,1,9,4012108.5
2008,11260,75,1,6,1131709.8
2013,41212,31,0,0,4128709.3
2000,91743,28,1,2,9181611.0
2021,45738,30,0,8,4583032.1
2001,636,47,0,8,73625.1
2004,37171,56,0,2,3723277.4
1997,11646,40,1,2,1169371.7
1996,5620,94,1,10,566525.6
1997,19373,99,1,3,1949240.7
1996,32794,97,1,2,3279960.6
1993,28373,73,0,6,2842729.3
2002,89823,82,1,10,8987070.2
2010,64533,32,1,8,6454096.0
1992,17515,12,1,0,1754203.2
2015,24040,90,0,10,2412253.5
2015,48289,68,1,0,4835241.5
2020,17513,98,1,10,1754716.0
1994,20401,88,1,1,2047409.4
2019,6009,55,1,9,610176.9
2014,85104,7,1,2,8517206.4
2012,65886,71,1,4,6592196.2
2005,79096,79,1,8,7917449.5
2002,95098,30,1,2,9510300.2
2005,54336,38,0,7,5442172.5
2002,85300,98,0,3,8536653.2
2008,40906,58,1,9,4094554.8
2004,82585,80,0,0,8265084.4
2002,73021,10,0,4,7311448.2
1992,57044,25,1,4,5713004.2
2014,78882,100,0,6,7893540.4
2000,56013,46,1,8,5611203.0
2005,60863,52,1,4,6091262.5
1992,83520,39,0,2,8359050.2
2017,71848,86,1,2,7189666.7
2020,69067,37,0,4,6911055.0
2013,79653,4,0,7,7972109.3
2019,16977,46,0,6,1706568.9
2019,13594,8,1,9,1365330.9
2007,4711,98,1,0,478449.7
1993,89124,33,1,10,8919357.3
2012,62599,8,1,0,6268809.2
2013,74572,74,1,4,7463538.3
2006,56197,81,1,1,5625138.6
2000,66687,95,0,4,6675401.0
2006,47519,8,1,9,4759722.6
2007,21581,26,1,0,2166100.7
2018,16956,25,1,7,1705161.8
2017,56148,84,1,8,5617858.7
2014,85429,20,0,3,8546147.4
2004,84058,64,0,2,8415755.4
2003,18604,63,1,4,1861172.3
2009,90179,27,1,9,9023038.9
2001,60135,62,0,5,6024974.1
2016,45506,87,0,9,4556396.6
2011,95730,43,0,9,9583824.1
2017,51121,83,1,9,5123563.7
2009,63915,68,1,4,6395585.9
2004,9629,14,1,8,968526.4
2003,68837,64,0,4,6887892.3
2002,39239,29,0,10,3933198.2
1996,58917,83,0,0,5898396.6
2011,46921,77,1,10,4697734.1
2021,65555,94,0,0,6565694.1
2010,2355,94,1,1,246001.0
2014,21851,93,1,2,2188090.4
2000,19677,43,0,8,1979423.0
2000,39661,59,0,3,3974103.0
1995,20967,33,1,4,2108465.5
2007,9057,34,0,8,906900.7
2018,46301,51,1,9,4637166.8
1998,92238,44,1,1,9237221.8
2014,41880,55,0,2,4192229.4
1994,44459,50,0,7,4452340.4
1998,10821,73,0,8,1086242.8
2019,24560,68,1,6,2457903.9
1999,864,17,0,9,89905.9
2015,23212,2,0,8,2327333.5
1995,31459,86,0,0,3155046.5
2014,80206,28,1,10,8027224.4
1990,48926,54,0,3,4896578.0
1997,9109,76,1,8,923884.7
1996,48403,62,0,10,4841127.6
2018,12011,74,0,1,1208645.8
2012,6470,57,1,6,656687.2
2018,55872,56,0,8,5591474.8
1996,37213,79,1,2,3734467.6
1994,55851,3,1,9,5592415.4
2011,48395,65,0,4,4845798.1
2009,27946,86,1,9,2797128.9
2012,12066,49,1,8,1207916.2
1993,59109,45,0,0,5914617.3
2019,57801,64,0,0,5787838.9
2020,1448,85,1,8,154560.0
2014,40571,8,1,8,4058935.4
2009,85030,1,0,4,8509868.9
2016,26690,37,1,4,2677484.6
2018,97110,95,1,5,9717346.8
2002,77591,36,0,1,7767753.2
1990,10109,6,0,10,1018391.0
1990,3712,89,0,8,378944.0
2008,61485,74,0,7,6150376.8
2009,39818,4,1,2,3990192.9
2005,24064,79,1,8,2414680.5
2016,76818,13,1,9,7688569.6
1997,96767,62,0,5,9680781.7
2008,7184,30,0,7,724159.8
2003,63062,60,0,2,6307914.3
2000,33793,63,1,5,3386082.0
1999,26089,2,0,7,2615439.9
2006,9223,50,1,9,927886.6
2008,64717,8,0,3,6479615.8
2002,1513,95,0,10,155010.2
2015,89008,84,0,1,8911947.5
2006,4803,42,0,9,485590.6
2009,64128,36,1,0,6418143.9
2016,47956,61,0,1,4800729.6
2020,96915,20,1,7,9695754.0
2005,98025,98,0,4,9813291.5
2008,95148,52,0,10,9522550.8
1996,93283,87,1,9,9333627.6
1993,80837,82,1,1,8089906.3
1996,64869,79,1,4,6492457.6
2018,44750,96,1,3,4479097.8
1995,55840,89,0,2,5588693.5
2018,40934,51,0,7,4096884.8
1992,32951,20,0,0,3300626.2
1993,99552,28,1,6,9964331.3
2004,62093,12,1,2,6222279.4
2013,72445,92,0,0,7249734.3
2010,83352,88,0,8,8348414.0
2004,65494,74,0,0,6562471.4
1998,11084,97,0,2,1113370.8
2013,81974,86,1,1,8207704.3
1991,81262,32,1,10,8132826.1
1997,78453,28,0,7,7859262.7
1994,5598,10,0,0,562211.4
1992,58852,48,1,2,5892490.2
2007,32389,73,0,5,3247575.7
2017,57798,52,0,7,5783464.7
1999,45947,16,0,5,4595814.9
2013,74390,42,0,10,7441689.3
1994,56711,54,0,6,5673734.4
1991,10048,75,0,1,1006643.1
1994,68783,15,1,9,6885739.4
2011,27586,100,0,8,2762137.1
2017,74190,42,0,1,7425893.7
1995,77724,78,1,10,7779385.5
1998,78851,24,0,4,7891785.8
2018,88521,38,1,1,8857964.8
1995,72527,14,0,7,7256618.5
1997,10987,48,0,0,1106231.7
1990,81531,57,1,2,8158198.0
2007,67870,60,1,4,6793060.7
2010,68738,8,0,4,6884205.0
1997,48452,5,0,10,4853030.7
2016,51040,60,1,6,5107385.6
1996,71549,58,1,9,7163168.6
2018,60828,73,0,6,6089951.8
2012,59348,61,1,6,5938039.2
2013,26861,69,1,2,2687627.3
2021,43278,23,1,8,4340381.1
2017,41494,32,0,4,4155958.7
1995,27881,8,0,3,2797847.5
2017,8114,86,1,3,817743.7
2016,92373,79,0,5,9247617.6
2007,95337,63,0,6,9543247.7
1998,5246,49,0,6,532545.8
1999,52337,42,0,7,5243778.9
2018,14894,65,1,0,1495322.8
2003,87840,77,1,2,8785859.3
2007,47765,15,0,10,4781324.7
2002,99510,58,0,7,9951800.2
1996,21364,73,0,3,2145401.6
1991,58774,62,1,4,5884531.1
2002,80922,7,1,1,8105660.2
2010,62302,41,0,4,6239702.0
1999,98032,81,0,10,9812466.9
2020,42363,31,1,2,4238826.0
2016,21536,48,0,5,2165059.6
1996,86732,35,0,10,8680037.6
2006,49305,80,0,4,4939975.6
2007,48820,57,0,1,4890832.7
1997,23407,51,1,1,2350099.7
2014,14611,94,1,3,1468749.4
1991,17368,92,0,9,1745031.1
2011,77927,11,1,9,7796739.1
1994,71436,8,1,3,7149795.4
2003,82643,84,1,5,8274608.3
2019,65273,91,0,8,6533559.9
2000,58871,78,0,8,5893000.0
2004,93506,86,1,1,9355304.4
2008,81600,46,1,2,8163638.8
2002,12716,25,1,8,1278601.2
2016,46422,24,1,7,4645311.6
1995,18106,34,0,9,1813621.5
2011,22390,85,0,1,2242019.1
2002,64982,47,1,9,6501591.2
2020,6824,44,0,5,690852.0
2008,69942,67,0,9,7000444.8
2006,28247,72,1,5,2837586.6
2010,83564,20,1,2,8366616.0
2019,86720,7,1,0,8676437.9
2021,53978,3,0,7,5399425.1
2007,78993,50,0,2,7905911.7
2020,19537,61,0,5,1960626.0
2006,81330,81,0,5,8134552.6
2019,55115,87,0,1,5522593.9
2011,83615,21,0,4,8367434.1
2020,24176,76,1,4,2424926.0
2006,87186,13,0,1,8725843.6
1993,76718,1,0,10,7678291.3
2018,34686,70,0,1,3478751.8
1994,1372,85,1,2,141991.4
2007,85391,4,0,6,8547440.7
2000,88190,11,0,6,8825664.0
1990,29465,89,0,4,2948873.0
2010,36475,64,0,6,3653259.0
2016,14807,30,0,0,1488467.6
2016,13176,82,1,3,1326833.6
2011,33747,44,1,9,3379216.1
2017,72586,63,1,7,7260767.7
1995,6040,45,0,6,611596.5
2006,17791,36,1,7,1786416.6
2014,37542,93,0,7,3760359.4
2010,4991,77,1,10,510147.0
1991,35375,18,1,8,3547723.1
2009,68760,86,1,7,6886258.9
1993,43667,43,1,3,4376408.3
1998,28472,63,1,2,2857049.8
2009,45916,93,0,8,4603170.9
2018,39110,18,1,2,3915015.8
1996,54484,26,1,8,5453182.6
2014,88828,41,1,0,8887849.4
2016,37875,69,0,1,3791076.6
1997,33709,31,0,5,3378877.7
2012,4574,33,0,6,463922.2
2008,38713,80,0,7,3888712.8
1998,48796,18,1,5,4884112.8
2002,98350,34,0,10,9843345.2
1994,5675,18,1,9,570150.4
2011,13079,78,0,1,1312452.1
2014,80282,22,0,0,8034878.4
2001,27842,72,0,2,2797107.1
2018,94351,99,0,0,9442916.8
2005,12903,19,1,4,1297674.5
2018,85474,25,0,6,8552671.8
1994,48033,41,0,9,4807525.4
1991,13344,21,0,4,1342649.1
2002,86663,61,1,0,8667440.2
1998,22387,3,1,9,2243743.8
1992,44247,62,0,4,4426084.2
2012,35226,80,0,8,3527233.2
2011,70293,99,1,8,7035614.1
1994,94396,45,1,9,9443018.4
2009,69665,77,1,0,6972179.9
1991,14948,45,0,9,1505852.1
2001,82610,82,1,0,8265361.1
2009,89173,61,1,10,8921642.9
1992,48805,64,1,9,4888277.2
2016,50077,66,1,7,5009343.6
2003,32616,60,1,6,3266801.3
2018,2750,72,1,1,287478.8
2016,27532,75,1,9,2763972.6
2000,44924,95,0,0,4493620.0
1996,23378,13,0,2,2344668.6
2001,64441,22,1,2,6448195.1
2011,74760,36,0,3,7486764.1
2004,70794,39,1,8,7084340.4
2015,44528,50,1,3,4457099.5
2001,58628,97,0,0,5868912.1
2021,45692,12,0,2,4572466.1
1990,67417,68,1,8,6743688.0
2015,68731,83,0,6,6879026.5
1996,81573,1,1,6,8164179.6
1998,15859,70,0,2,1591965.8
2005,34071,52,1,7,3416473.5
2002,82131,3,0,5,8222305.2
2006,2695,30,1,8,275276.6
2018,51891,91,1,4,5189836.8
2009,82469,2,1,5,8252420.9
1996,31785,14,0,4,3187741.6
2006,81147,38,1,9,8119401.6
2017,13024,96,0,5,1309075.7
2004,35160,8,0,10,3527556.4
2019,56284,58,0,6,5632964.9
2003,1095,33,1,5,112264.3
2019,60250,79,1,2,6031090.9
1995,49114,13,0,3,4919199.5
2000,66289,69,0,2,6635346.0
2001,62940,35,1,0,6299150.1
1994,90220,93,0,5,9025281.4
2002,13984,6,0,1,1402812.2
2009,27961,60,1,1,2797091.9
2007,90626,81,1,5,9064610.7
2009,59735,27,0,0,5984019.9
1996,75841,89,1,1,7594188.6
1992,15417,55,0,10,1549279.2
2016,41381,16,0,4,4142103.6
2001,45301,37,0,8,4535094.1
2014,8305,57,0,9,832871.4
2018,39032,21,0,4,3907832.8
1998,36223,20,1,1,3627823.8
2013,6127,7,1,0,620272.3
1991,42903,3,1,6,4295529.1
2019,18485,38,0,9,1853308.9
2003,71296,96,0,3,7132660.3
1998,33296,74,1,9,3335730.8
2011,63259,29,0,2,6330378.1
1993,28584,95,1,1,2865308.3
2005,88258,70,0,9,8833655.5
2006,83639,3,0,1,8374057.6
2002,51721,54,0,7,5175060.2
1991,90253,19,0,5,9026845.1
2021,26659,49,1,6,2668012.1
2003,99985,20,1,1,10004278.3
1990,61235,83,1,5,6128731.0
1995,31451,1,0,2,3153350.5
2009,14366,15,1,9,1442920.9
2015,96237,80,1,10,9631795.5
2008,51391,73,0,3,5145855.8
2011,61448,69,1,5,6148309.1
1990,16789,53,1,9,1681437.0
2005,67527,38,1,7,6758641.5
2007,86472,67,0,8,8649820.7
2009,45521,19,1,7,4558227.9
1994,23782,31,1,10,2385528.4
2007,36704,74,0,0,3682620.7
2008,59718,72,0,7,5984334.8
1992,88548,96,0,5,8861525.2
1999,91270,52,0,6,9143432.9
2000,71414,69,0,1,7143211.0
2002,65653,74,1,4,6571168.2
1998,62770,46,0,2,6279209.8
2007,88346,63,0,8,8837282.7
2000,48817,58,1,8,4888333.0
2001,59213,78,1,2,5929279.1
2006,65160,67,0,10,6519621.6
2021,86045,10,1,2,8605790.1
2001,6820,99,1,8,692421.1
1996,33704,55,0,0,3375891.6
2020,10460,57,1,4,1049039.0
2014,92256,32,0,1,9231273.4
1993,85490,65,1,5,8554109.3
1998,74012,48,0,1,7410308.8
2007,53155,20,1,7,5324888.7
2016,41573,78,0,7,4165283.6
2002,46413,38,0,10,4652547.2
1994,99932,16,1,7,9994093.4
1992,47715,16,1,9,4772829.2
2021,41565,73,1,4,4164038.1
1995,98213,89,0,1,9829274.5
2015,79435,25,1,7,7952569.5
2018,9517,74,0,8,953039.8
1994,5329,40,0,6,539067.4
2019,79988,36,0,9,8007659.9
2003,34800,11,0,0,3489284.3
2013,40505,50,1,10,4056422.3
2004,22034,71,0,1,2208860.4
2009,15610,83,1,2,1563268.9
2013,10175,4,0,8,1021635.3
1999,51528,47,1,4,5153572.9
1995,76014,51,1,5,7606246.5
1996,3048,44,0,7,313086.6
2006,9035,72,1,2,907584.6
2000,43501,85,0,9,4361707.0
1999,14865,48,0,1,1492518.9
2014,74409,45,1,5,7452174.4
1992,97863,31,1,4,9794827.2
2014,68115,38,1,7,6812481.4
1996,51107,84,1,5,5123101.6
2021,55804,97,1,1,5594137.1
2003,49431,28,1,10,4950904.3
1996,42385,17,1,10,4244666.6
1992,36569,25,0,10,3658624.2
2015,82006,16,1,4,8204443.5
1997,31241,22,0,9,3131372.7
2014,65531,36,0,8,6565552.4
1996,87886,81,1,9,8796722.6
1991,21792,24,0,9,2182502.1
2021,20175,19,0,2,2022153.1
2008,72871,100,1,9,7292041.8
2017,47582,51,0,4,4771608.7
2002,63961,97,1,2,6404321.2
2014,40816,27,0,9,4088073.4
1998,27899,86,1,1,2799475.8
1998,74571,36,1,10,7462659.8
2020,71469,53,0,8,7154294.0
2021,94313,58,0,6,9433714.1
2006,34511,7,1,3,3453372.6
2017,56999,42,1,6,5709030.7
2013,23450,83,1,6,2351048.3
1997,43001,6,1,1,4311748.7
2000,48825,41,0,9,4884350.0
1990,15728,60,0,9,1582527.0
1993,4840,29,1,6,490232.3
2011,79603,83,1,9,7964199.1
2009,26328,12,0,10,2639712.9
1997,93656,45,0,6,9372651.7
2014,16771,48,1,8,1682658.4
2018,35285,97,0,7,3533836.8
1991,50747,71,1,5,5078303.1
2007,28452,50,0,9,2849892.7
2004,97763,85,1,0,9781005.4
1991,75461,16,0,8,7556204.1
2008,50931,1,1,9,5101339.8
2015,83028,65,0,9,8314727.5
2012,86084,97,0,1,8611089.2
2019,99506,14,1,2,9956712.9
2008,87669,27,0,10,8770848.8
2014,16971,74,0,4,1705102.4
2003,16856,66,1,2,1698227.3
2005,92853,77,1,10,9292239.5
2006,58332,57,1,5,5848290.6
2012,46219,88,0,7,4631239.2
1993,4780,10,1,10,485037.3
1999,75095,10,1,9,7513525.9
2005,19796,4,1,6,1984461.5
2014,41867,61,1,3,4199195.4
1998,46187,54,0,1,4630712.8
2019,7631,76,1,7,769449.9
2005,50384,30,0,5,5041905.5
2014,2041,16,0,7,210233.4
2014,19606,83,1,10,1961926.4
2016,77646,20,1,0,7770073.6
1996,79401,99,0,7,7941702.6
2004,79380,51,1,3,7943681.4
1991,77337,32,0,2,7739167.1
2009,30551,80,0,0,3063018.9
1994,9758,28,1,8,976405.4
2013,71370,18,0,1,7139541.3
2020,42167,67,1,4,4223638.0
2010,68826,58,1,2,6884918.0
2019,9529,71,1,1,959254.9
2005,40869,27,1,5,4094441.5
1996,58938,83,0,9,5905161.6
2000,58528,1,0,9,5855444.0
1997,18491,48,0,8,1854892.7
1990,28739,24,1,7,2878087.0
2003,8242,33,1,7,841275.3
2015,72120,20,1,6,7218350.5
1997,70274,93,0,2,7032807.7
2001,34477,75,1,6,3453950.1
1994,78088,53,1,7,7809475.4
1996,46899,54,1,10,4698499.6
2002,34428,92,0,9,3450922.2
2019,28168,11,1,2,2831367.9
2009,61839,66,1,2,6189722.9
1996,31657,58,0,6,3166331.6
2002,43717,57,1,2,4381556.2
1997,54715,74,0,7,5472607.7
1997,23623,26,0,4,2368635.7
1996,23759,33,0,3,2380283.6
2021,25275,61,0,9,2531559.1
2019,13323,46,1,8,1344350.9
2014,87763,36,1,8,8777041.4
2018,2905,24,1,10,301329.8
1994,8403,22,0,5,847532.4
2007,79594,85,0,5,7962250.7
1998,19773,15,0,1,1982544.8
2005,41110,25,0,7,4116694.5
2021,55660,9,0,1,5576601.1
2014,6051,80,1,5,610578.4
2017,22907,26,1,0,2296157.7
2011,58679,60,0,4,5874828.1
2010,55023,18,0,0,5510997.0
2018,51124,81,0,1,5114003.8
1996,97422,48,0,8,9744055.6
2013,66057,33,1,7,6615509.3
2010,81319,64,0,6,8139384.0
1997,12492,46,1,3,1264869.7
2019,86634,95,0,2,8666233.9
2001,23073,84,1,4,2309877.1
2020,99171,91,1,1,9924776.0
1992,81458,1,1,5,8151151.2
2021,92661,45,1,8,9276448.1
1992,43026,31,0,10,4305570.2
2018,20259,31,0,6,2028945.8
2013,60589,4,1,8,6062827.3
2012,27328,53,1,8,2739562.2
2006,88399,91,1,2,8845285.6
1996,90474,46,1,10,9048417.6
2019,11062,23,0,8,1116815.9
2004,6639,100,0,5,670298.4
1995,98731,25,1,7,9883764.5
2010,94556,53,1,0,9461299.0
2019,25681,2,0,8,2572151.9
2015,76347,73,0,10,7639752.5
